laus_code,state_fips_code,county_fips_code,name,year,labor_force,employed,unemployed,unemployment_rate
CN1207500000000,12,075,"Levy County, FL",2014,16410,15279,1131,6.900000
CN1207700000000,12,077,"Liberty County, FL",2014,2802,2621,181,6.500000
CN1207900000000,12,079,"Madison County, FL",2014,7768,7193,575,7.400000
CN1208100000000,12,081,"Manatee County, FL",2014,160590,151377,9213,5.700000
CN1208300000000,12,083,"Marion County, FL",2014,132815,123146,9669,7.300000
CN1208500000000,12,085,"Martin County, FL",2014,69303,65061,4242,6.100000
CN1208600000000,12,086,"Miami-Dade County, FL",2014,1320447,1230641,89806,6.800000
CN1208700000000,12,087,"Monroe County, FL",2014,45263,43386,1877,4.100000
CN1208900000000,12,089,"Nassau County, FL",2014,36634,34499,2135,5.800000
CN1209100000000,12,091,"Okaloosa County, FL",2014,93119,88346,4773,5.100000
CN1209300000000,12,093,"Okeechobee County, FL",2014,18062,16750,1312,7.300000
CN1209500000000,12,095,"Orange County, FL",2014,681733,642229,39504,5.800000
CN1209700000000,12,097,"Osceola County, FL",2014,151665,141532,10133,6.700000
CN1209900000000,12,099,"Palm Beach County, FL",2014,688244,647646,40598,5.900000
CN1210100000000,12,101,"Pasco County, FL",2014,213279,198975,14304,6.700000
CN1210300000000,12,103,"Pinellas County, FL",2014,477751,449984,27767,5.800000
CN1210500000000,12,105,"Polk County, FL",2014,281330,261348,19982,7.100000
CN1210700000000,12,107,"Putnam County, FL",2014,28321,25857,2464,8.700000
CN1210900000000,12,109,"St. Johns County, FL",2014,109004,103866,5138,4.700000
CN1211100000000,12,111,"St. Lucie County, FL",2014,131012,120555,10457,8.000000
CN1211300000000,12,113,"Santa Rosa County, FL",2014,74167,70134,4033,5.400000
CN1211500000000,12,115,"Sarasota County, FL",2014,176427,166150,10277,5.800000
CN1211700000000,12,117,"Seminole County, FL",2014,239413,225966,13447,5.600000
CN1211900000000,12,119,"Sumter County, FL",2014,28306,26120,2186,7.700000
CN1212100000000,12,121,"Suwannee County, FL",2014,18251,17125,1126,6.200000
CN1212300000000,12,123,"Taylor County, FL",2014,9394,8732,662,7.000000
CN1212500000000,12,125,"Union County, FL",2014,4730,4444,286,6.000000
CN1212700000000,12,127,"Volusia County, FL",2014,239225,223228,15997,6.700000
CN1212900000000,12,129,"Wakulla County, FL",2014,14266,13522,744,5.200000
CN1213100000000,12,131,"Walton County, FL",2014,27226,25795,1431,5.300000
CN1213300000000,12,133,"Washington County, FL",2014,9824,9161,663,6.700000
CN1300100000000,13,001,"Appling County, GA",2014,8679,7903,776,8.900000
CN1300300000000,13,003,"Atkinson County, GA",2014,3628,3347,281,7.700000
CN1300500000000,13,005,"Bacon County, GA",2014,4854,4516,338,7.000000
CN1300700000000,13,007,"Baker County, GA",2014,1139,1038,101,8.900000
CN1300900000000,13,009,"Baldwin County, GA",2014,18366,16730,1636,8.900000
CN1301100000000,13,011,"Banks County, GA",2014,8100,7562,538,6.600000
CN1301300000000,13,013,"Barrow County, GA",2014,34873,32667,2206,6.300000
CN1301500000000,13,015,"Bartow County, GA",2014,47108,43736,3372,7.200000
CN1301700000000,13,017,"Ben Hill County, GA",2014,5624,5045,579,10.300000
CN1301900000000,13,019,"Berrien County, GA",2014,7160,6515,645,9.000000
CN1302100000000,13,021,"Bibb County, GA",2014,69480,63881,5599,8.100000
CN1302300000000,13,023,"Bleckley County, GA",2014,4599,4073,526,11.400000
CN1302500000000,13,025,"Brantley County, GA",2014,6938,6297,641,9.200000
CN1302700000000,13,027,"Brooks County, GA",2014,6754,6255,499,7.400000
CN1302900000000,13,029,"Bryan County, GA",2014,15480,14475,1005,6.500000
CN1303100000000,13,031,"Bulloch County, GA",2014,34379,31820,2559,7.400000
CN1303300000000,13,033,"Burke County, GA",2014,9363,8414,949,10.100000
CN1303500000000,13,035,"Butts County, GA",2014,10187,9414,773,7.600000
CN1303700000000,13,037,"Calhoun County, GA",2014,2142,1983,159,7.400000
CN1303900000000,13,039,"Camden County, GA",2014,21740,20255,1485,6.800000
CN1304300000000,13,043,"Candler County, GA",2014,5049,4685,364,7.200000
CN1304500000000,13,045,"Carroll County, GA",2014,51954,47698,4256,8.200000
CN1304700000000,13,047,"Catoosa County, GA",2014,31056,29124,1932,6.200000
CN1304900000000,13,049,"Charlton County, GA",2014,4841,4465,376,7.800000
CN1305100000000,13,051,"Chatham County, GA",2014,131738,122144,9594,7.300000
CN1305300000000,13,053,"Chattahoochee County, GA",2014,2417,2179,238,9.800000
CN1305500000000,13,055,"Chattooga County, GA",2014,10482,9658,824,7.900000
CN1305700000000,13,057,"Cherokee County, GA",2014,116873,110370,6503,5.600000
CN1305900000000,13,059,"Clarke County, GA",2014,57688,53703,3985,6.900000
CN1306100000000,13,061,"Clay County, GA",2014,916,815,101,11.000000
CN1306300000000,13,063,"Clayton County, GA",2014,125119,113422,11697,9.300000
CN1306500000000,13,065,"Clinch County, GA",2014,2791,2547,244,8.700000
CN1306700000000,13,067,"Cobb County, GA",2014,392464,368773,23691,6.000000
CN1306900000000,13,069,"Coffee County, GA",2014,17503,16018,1485,8.500000
CN1307100000000,13,071,"Colquitt County, GA",2014,20384,18704,1680,8.200000
CN1307300000000,13,073,"Columbia County, GA",2014,65341,61481,3860,5.900000
CN1307500000000,13,075,"Cook County, GA",2014,7404,6780,624,8.400000
CN1307700000000,13,077,"Coweta County, GA",2014,66404,62258,4146,6.200000
CN1307900000000,13,079,"Crawford County, GA",2014,5673,5248,425,7.500000
CN1308100000000,13,081,"Crisp County, GA",2014,9450,8580,870,9.200000
CN1308300000000,13,083,"Dade County, GA",2014,7998,7478,520,6.500000
CN1308500000000,13,085,"Dawson County, GA",2014,10832,10171,661,6.100000
CN1308700000000,13,087,"Decatur County, GA",2014,11415,10464,951,8.300000
CN1308900000000,13,089,"DeKalb County, GA",2014,370122,343108,27014,7.300000
CN1309100000000,13,091,"Dodge County, GA",2014,7537,6782,755,10.000000
CN1309300000000,13,093,"Dooly County, GA",2014,4655,4201,454,9.800000
CN1309500000000,13,095,"Dougherty County, GA",2014,38774,35144,3630,9.400000
CN1309700000000,13,097,"Douglas County, GA",2014,67568,62535,5033,7.400000
CN1309900000000,13,099,"Early County, GA",2014,4271,3886,385,9.000000
CN1310100000000,13,101,"Echols County, GA",2014,1826,1719,107,5.900000
CN1310300000000,13,103,"Effingham County, GA",2014,26275,24643,1632,6.200000
CN1310500000000,13,105,"Elbert County, GA",2014,8140,7429,711,8.700000
CN1310700000000,13,107,"Emanuel County, GA",2014,8557,7640,917,10.700000
CN1310900000000,13,109,"Evans County, GA",2014,4715,4406,309,6.600000
CN1311100000000,13,111,"Fannin County, GA",2014,9760,9003,757,7.800000
CN1311300000000,13,113,"Fayette County, GA",2014,53998,50652,3346,6.200000
CN1311500000000,13,115,"Floyd County, GA",2014,43404,39963,3441,7.900000
CN1311700000000,13,117,"Forsyth County, GA",2014,97533,92362,5171,5.300000
CN1311900000000,13,119,"Franklin County, GA",2014,9223,8459,764,8.300000
CN1312100000000,13,121,"Fulton County, GA",2014,511786,474995,36791,7.200000
CN1312300000000,13,123,"Gilmer County, GA",2014,11909,11029,880,7.400000
CN1312500000000,13,125,"Glascock County, GA",2014,1274,1167,107,8.400000
CN1312700000000,13,127,"Glynn County, GA",2014,37373,34545,2828,7.600000
CN1312900000000,13,129,"Gordon County, GA",2014,26047,24110,1937,7.400000
CN1313100000000,13,131,"Grady County, GA",2014,10420,9648,772,7.400000
CN1313300000000,13,133,"Greene County, GA",2014,6367,5839,528,8.300000
CN1313500000000,13,135,"Gwinnett County, GA",2014,442046,414891,27155,6.100000
CN1313700000000,13,137,"Habersham County, GA",2014,18876,17558,1318,7.000000
CN1313900000000,13,139,"Hall County, GA",2014,90087,84749,5338,5.900000
CN1314100000000,13,141,"Hancock County, GA",2014,2613,2301,312,11.900000
CN1314300000000,13,143,"Haralson County, GA",2014,11977,11043,934,7.800000
CN1314500000000,13,145,"Harris County, GA",2014,15615,14661,954,6.100000
CN1314700000000,13,147,"Hart County, GA",2014,10314,9513,801,7.800000
CN1314900000000,13,149,"Heard County, GA",2014,5023,4625,398,7.900000
CN1315100000000,13,151,"Henry County, GA",2014,103815,96265,7550,7.300000
CN1315300000000,13,153,"Houston County, GA",2014,66049,61502,4547,6.900000
CN1315500000000,13,155,"Irwin County, GA",2014,3162,2844,318,10.100000
CN1315700000000,13,157,"Jackson County, GA",2014,29658,27875,1783,6.000000
CN1315900000000,13,159,"Jasper County, GA",2014,6527,6094,433,6.600000
CN1316100000000,13,161,"Jeff Davis County, GA",2014,6409,5871,538,8.400000
CN1316300000000,13,163,"Jefferson County, GA",2014,6630,5864,766,11.600000
CN1316500000000,13,165,"Jenkins County, GA",2014,3289,2951,338,10.300000
CN1316700000000,13,167,"Johnson County, GA",2014,3930,3584,346,8.800000
CN1316900000000,13,169,"Jones County, GA",2014,13620,12745,875,6.400000
CN1317100000000,13,171,"Lamar County, GA",2014,7799,7056,743,9.500000
CN1317300000000,13,173,"Lanier County, GA",2014,3838,3536,302,7.900000
CN1317500000000,13,175,"Laurens County, GA",2014,18950,17147,1803,9.500000
CN1317700000000,13,177,"Lee County, GA",2014,14042,13149,893,6.400000
CN1317900000000,13,179,"Liberty County, GA",2014,25798,23772,2026,7.900000
CN1318100000000,13,181,"Lincoln County, GA",2014,3428,3142,286,8.300000
CN1318300000000,13,183,"Long County, GA",2014,6631,6146,485,7.300000
CN1318500000000,13,185,"Lowndes County, GA",2014,50839,47142,3697,7.300000
CN1318700000000,13,187,"Lumpkin County, GA",2014,15184,14187,997,6.600000
CN1318900000000,13,189,"McDuffie County, GA",2014,8963,8077,886,9.900000
CN1319100000000,13,191,"McIntosh County, GA",2014,5884,5403,481,8.200000
CN1319300000000,13,193,"Macon County, GA",2014,4618,4048,570,12.300000
CN1319500000000,13,195,"Madison County, GA",2014,12853,12022,831,6.500000
CN1319700000000,13,197,"Marion County, GA",2014,3390,3130,260,7.700000
CN1319900000000,13,199,"Meriwether County, GA",2014,8894,8023,871,9.800000
CN1320100000000,13,201,"Miller County, GA",2014,2667,2498,169,6.300000
CN1320500000000,13,205,"Mitchell County, GA",2014,8795,8095,700,8.000000
CN1320700000000,13,207,"Monroe County, GA",2014,12716,11863,853,6.700000
CN1320900000000,13,209,"Montgomery County, GA",2014,3920,3519,401,10.200000
CN1321100000000,13,211,"Morgan County, GA",2014,8400,7849,551,6.600000
CN1321300000000,13,213,"Murray County, GA",2014,15963,14447,1516,9.500000
CN1321500000000,13,215,"Muscogee County, GA",2014,81544,74579,6965,8.500000
CN1321700000000,13,217,"Newton County, GA",2014,48115,44157,3958,8.200000
CN1321900000000,13,219,"Oconee County, GA",2014,17130,16259,871,5.100000
CN1322100000000,13,221,"Oglethorpe County, GA",2014,6738,6306,432,6.400000
CN1322300000000,13,223,"Paulding County, GA",2014,75002,70342,4660,6.200000
CN1322500000000,13,225,"Peach County, GA",2014,11662,10543,1119,9.600000
CN1322700000000,13,227,"Pickens County, GA",2014,13842,12921,921,6.700000
CN1322900000000,13,229,"Pierce County, GA",2014,8038,7428,610,7.600000
CN1323100000000,13,231,"Pike County, GA",2014,8322,7740,582,7.000000
CN1323300000000,13,233,"Polk County, GA",2014,18328,16892,1436,7.800000
CN1323500000000,13,235,"Pulaski County, GA",2014,4134,3804,330,8.000000
CN1323700000000,13,237,"Putnam County, GA",2014,8094,7349,745,9.200000
CN1323900000000,13,239,"Quitman County, GA",2014,891,814,77,8.600000
CN1324100000000,13,241,"Rabun County, GA",2014,6568,6020,548,8.300000
CN1324300000000,13,243,"Randolph County, GA",2014,2702,2441,261,9.700000
CN1324500000000,13,245,"Richmond County, GA",2014,85777,78341,7436,8.700000
CN1324700000000,13,247,"Rockdale County, GA",2014,42296,38957,3339,7.900000
CN1324900000000,13,249,"Schley County, GA",2014,2148,1982,166,7.700000
CN1325100000000,13,251,"Screven County, GA",2014,5482,4932,550,10.000000
CN1325300000000,13,253,"Seminole County, GA",2014,3134,2835,299,9.500000
CN1325500000000,13,255,"Spalding County, GA",2014,27639,25014,2625,9.500000
CN1325700000000,13,257,"Stephens County, GA",2014,11258,10402,856,7.600000
CN1325900000000,13,259,"Stewart County, GA",2014,2194,2020,174,7.900000
CN1326100000000,13,261,"Sumter County, GA",2014,13517,12221,1296,9.600000
CN1326300000000,13,263,"Talbot County, GA",2014,2834,2610,224,7.900000
CN1326500000000,13,265,"Taliaferro County, GA",2014,598,532,66,11.000000
CN1326700000000,13,267,"Tattnall County, GA",2014,9584,8879,705,7.400000
CN1326900000000,13,269,"Taylor County, GA",2014,2879,2578,301,10.500000
CN1327100000000,13,271,"Telfair County, GA",2014,5158,4634,524,10.200000
CN1327300000000,13,273,"Terrell County, GA",2014,3567,3275,292,8.200000
CN1327500000000,13,275,"Thomas County, GA",2014,17312,15829,1483,8.600000
CN1327700000000,13,277,"Tift County, GA",2014,18119,16783,1336,7.400000
CN1327900000000,13,279,"Toombs County, GA",2014,12403,11174,1229,9.900000
CN1328100000000,13,281,"Towns County, GA",2014,4067,3704,363,8.900000
CN1328300000000,13,283,"Treutlen County, GA",2014,2779,2480,299,10.800000
CN1328500000000,13,285,"Troup County, GA",2014,36187,33488,2699,7.500000
CN1328700000000,13,287,"Turner County, GA",2014,3215,2960,255,7.900000
CN1328900000000,13,289,"Twiggs County, GA",2014,3066,2717,349,11.400000
CN1329100000000,13,291,"Union County, GA",2014,9413,8800,613,6.500000
CN1329300000000,13,293,"Upson County, GA",2014,11276,10240,1036,9.200000
CN1329500000000,13,295,"Walker County, GA",2014,29506,27392,2114,7.200000
CN1329700000000,13,297,"Walton County, GA",2014,41172,38507,2665,6.500000
CN1329900000000,13,299,"Ware County, GA",2014,14800,13595,1205,8.100000
CN1330100000000,13,301,"Warren County, GA",2014,2723,2453,270,9.900000
CN1330300000000,13,303,"Washington County, GA",2014,7520,6887,633,8.400000
CN1330500000000,13,305,"Wayne County, GA",2014,11828,10765,1063,9.000000
CN1330700000000,13,307,"Webster County, GA",2014,1017,931,86,8.500000
CN1330900000000,13,309,"Wheeler County, GA",2014,1899,1669,230,12.100000
CN1331100000000,13,311,"White County, GA",2014,13846,12972,874,6.300000
CN1331300000000,13,313,"Whitfield County, GA",2014,44869,41311,3558,7.900000
CN1331500000000,13,315,"Wilcox County, GA",2014,2865,2595,270,9.400000
CN1331700000000,13,317,"Wilkes County, GA",2014,3766,3412,354,9.400000
CN1331900000000,13,319,"Wilkinson County, GA",2014,3722,3396,326,8.800000
CN1332100000000,13,321,"Worth County, GA",2014,9050,8341,709,7.800000
CN1500100000000,15,001,"Hawaii County, HI",2014,87346,82500,4846,5.500000
CN1500300000000,15,003,"Honolulu County/city, HI",2014,463568,444678,18890,4.100000
CN1500700000000,15,007,"Kauai County, HI",2014,34623,32939,1684,4.900000
CN1500900000000,15,009,"Maui County, HI",2014,82639,78907,3732,4.500000
CN1600100000000,16,001,"Ada County, ID",2014,210284,201664,8620,4.100000
CN1600300000000,16,003,"Adams County, ID",2014,1662,1496,166,10.000000
CN1600500000000,16,005,"Bannock County, ID",2014,41703,39792,1911,4.600000
CN1600700000000,16,007,"Bear Lake County, ID",2014,2859,2732,127,4.400000
CN1600900000000,16,009,"Benewah County, ID",2014,3943,3622,321,8.100000
CN1601100000000,16,011,"Bingham County, ID",2014,22042,21040,1002,4.500000
CN1601300000000,16,013,"Blaine County, ID",2014,11429,10919,510,4.500000
CN1601500000000,16,015,"Boise County, ID",2014,2935,2759,176,6.000000
CN1601700000000,16,017,"Bonner County, ID",2014,18138,16858,1280,7.100000
CN1601900000000,16,019,"Bonneville County, ID",2014,49556,47468,2088,4.200000
CN1602100000000,16,021,"Boundary County, ID",2014,4880,4587,293,6.000000
CN1602300000000,16,023,"Butte County, ID",2014,1309,1241,68,5.200000
CN1602500000000,16,025,"Camas County, ID",2014,628,598,30,4.800000
CN1602700000000,16,027,"Canyon County, ID",2014,88595,83404,5191,5.900000
CN1602900000000,16,029,"Caribou County, ID",2014,3852,3689,163,4.200000
CN1603100000000,16,031,"Cassia County, ID",2014,11117,10640,477,4.300000
CN1603300000000,16,033,"Clark County, ID",2014,441,421,20,4.500000
CN1603500000000,16,035,"Clearwater County, ID",2014,3110,2817,293,9.400000
CN1603700000000,16,037,"Custer County, ID",2014,2120,1978,142,6.700000
CN1603900000000,16,039,"Elmore County, ID",2014,11011,10426,585,5.300000
CN1604100000000,16,041,"Franklin County, ID",2014,6386,6166,220,3.400000
CN1604300000000,16,043,"Fremont County, ID",2014,7013,6733,280,4.000000
CN1604500000000,16,045,"Gem County, ID",2014,7529,7088,441,5.900000
CN1604700000000,16,047,"Gooding County, ID",2014,7953,7634,319,4.000000
CN1604900000000,16,049,"Idaho County, ID",2014,6455,5969,486,7.500000
CN1605100000000,16,051,"Jefferson County, ID",2014,12275,11782,493,4.000000
CN1605300000000,16,053,"Jerome County, ID",2014,11077,10628,449,4.100000
CN1605500000000,16,055,"Kootenai County, ID",2014,70488,66506,3982,5.600000
CN1605700000000,16,057,"Latah County, ID",2014,19091,18303,788,4.100000
CN1605900000000,16,059,"Lemhi County, ID",2014,3358,3100,258,7.700000
CN1606100000000,16,061,"Lewis County, ID",2014,1606,1538,68,4.200000
CN1606300000000,16,063,"Lincoln County, ID",2014,2606,2457,149,5.700000
CN1606500000000,16,065,"Madison County, ID",2014,18851,18229,622,3.300000
CN1606700000000,16,067,"Minidoka County, ID",2014,10385,9909,476,4.600000
CN1606900000000,16,069,"Nez Perce County, ID",2014,20412,19583,829,4.100000
CN1607100000000,16,071,"Oneida County, ID",2014,2132,2048,84,3.900000
CN1607300000000,16,073,"Owyhee County, ID",2014,5086,4920,166,3.300000
CN1607500000000,16,075,"Payette County, ID",2014,10910,10302,608,5.600000
CN1607700000000,16,077,"Power County, ID",2014,3991,3798,193,4.800000
CN1607900000000,16,079,"Shoshone County, ID",2014,5215,4691,524,10.000000
CN1608100000000,16,081,"Teton County, ID",2014,5589,5369,220,3.900000
CN1608300000000,16,083,"Twin Falls County, ID",2014,38168,36513,1655,4.300000
CN1608500000000,16,085,"Valley County, ID",2014,4506,4169,337,7.500000
CN1608700000000,16,087,"Washington County, ID",2014,4544,4251,293,6.400000
CN1700100000000,17,001,"Adams County, IL",2014,32629,30872,1757,5.400000
CN1700300000000,17,003,"Alexander County, IL",2014,2617,2341,276,10.500000
CN1700500000000,17,005,"Bond County, IL",2014,7962,7444,518,6.500000
CN1700700000000,17,007,"Boone County, IL",2014,26253,24177,2076,7.900000
CN1700900000000,17,009,"Brown County, IL",2014,2747,2631,116,4.200000
CN1701100000000,17,011,"Bureau County, IL",2014,17539,16248,1291,7.400000
CN1701300000000,17,013,"Calhoun County, IL",2014,2411,2211,200,8.300000
CN1701500000000,17,015,"Carroll County, IL",2014,7888,7375,513,6.500000
CN1701700000000,17,017,"Cass County, IL",2014,6398,5955,443,6.900000
CN1701900000000,17,019,"Champaign County, IL",2014,103145,96902,6243,6.100000
CN1702100000000,17,021,"Christian County, IL",2014,15830,14624,1206,7.600000
CN1702300000000,17,023,"Clark County, IL",2014,7962,7384,578,7.300000
